CMB31.Poly	CMB9.Poly	Ctrl6.Poly	CX2.Poly	EV12.Poly	CMB8.Poly	Ctrl33.Poly	Ctrl38.Poly	EV26.Poly	EV4.Poly	CX14.Poly	CX39.Poly
Mageh1	25	20	0	1	4	0	0	1	0	5	9	15
Magel2	0	0	0	0	0	0	0	0	0	0	0	0
Magi1	0	3	7	0	0	0	1	1	0	0	0	0
Magi2	11	18	12	5	7	4	3	7	17	4	4	11
Magi3	38	104	98	50	44	26	96	112	26	33	69	74
Magix	0	0	0	1	0	4	0	0	1	0	3	2
Magoh	2214	2620	2565	2685	2519	1351	1546	1558	1595	1599	2096	2792
Magohb	322	353	828	412	733	173	488	533	564	418	199	310
Magt1	960	764	978	908	910	732	1074	956	806	714	1050	1371
Mak	0	0	0	0	0	0	2	0	4	0	0	1
Mak16	831	672	1163	1086	1131	571	1165	1034	949	777	755	1128
Mal	0	0	0	0	0	0	0	0	0	0	0	0
Mal2	0	0	0	0	0	0	0	0	0	0	0	0
Malat1	3554	3412	4865	2973	4737	2194	3580	2522	2652	3949	6969	10260
Mall	0	0	0	0	2	0	0	0	0	0	0	0
Malrd1	0	0	0	0	0	0	0	0	1	0	0	0
Malsu1	194	282	259	237	410	145	197	167	199	217	276	360
Malt1	1049	953	1798	1599	1795	997	1773	1599	1167	1343	659	986
Mamdc2	1	1	0	0	0	0	0	1	0	0	0	0
Mamdc4	24	53	28	15	43	34	33	21	17	20	92	123
Maml1	1002	869	966	1049	1459	760	1003	727	850	797	1298	1667
Maml2	148	263	205	436	365	308	179	143	258	197	147	274
Maml3	20	215	115	71	23	46	107	60	15	39	174	226
Mamld1	0	0	0	0	0	0	0	0	0	0	0	0
Mamstr	3	2	0	1	4	0	4	0	5	1	1	1
Man1a	2133	2784	1712	3256	3417	1458	1359	1232	1300	1116	1283	1809
Man1a2	2919	3044	2967	4561	3700	2668	2888	2311	2210	2598	3060	4111
Man1b1	1640	1272	1713	1336	2190	1045	2398	1656	1511	1258	2827	3738
Man1c1	494	372	797	337	940	335	771	610	383	507	574	724
Man2a1	1443	1268	2142	2070	2277	1107	2062	1693	1761	1523	2154	2854
Man2a2	6086	4116	5337	4966	7367	3709	5994	4576	4948	4323	8308	9850
Man2b1	2139	1681	2426	2158	2980	2045	3002	2188	2429	2087	2187	2788
Man2b2	1577	1912	2205	1643	3167	1429	2255	1802	1947	1475	1754	2233
Man2c1	1312	1104	768	668	983	693	482	409	566	526	1964	2068
Man2c1os	9	11	14	10	12	4	3	9	2	5	0	0
Manba	867	793	628	988	1050	800	761	588	522	533	960	1299
Manbal	244	234	143	171	276	159	248	159	186	162	379	449
Manea	864	807	671	906	1160	555	596	523	835	809	707	1275
Maneal	1	1	0	2	2	3	0	2	0	1	5	6
Manf	962	882	1385	1826	1553	777	1381	1041	1030	981	1024	1460
Mannr	0	0	0	1	0	0	0	0	0	0	0	0
Mansc1	0	0	3	0	1	0	3	0	0	0	0	0
Mansc4	7	6	2	7	12	8	9	6	10	8	12	12
Maoa	57	62	48	50	90	47	43	42	38	84	36	54
Maob	0	0	0	0	0	0	0	0	0	0	0	0
Map10	9	1	25	0	6	7	24	8	4	51	1	3
Map1a	4	3	10	1	6	6	8	1	2	2	0	2
Map1b	3	2	0	0	0	0	1	0	0	0	0	1
Map1lc3a	12	10	16	10	18	3	4	10	8	4	24	33
Map1lc3b	701	636	763	686	1103	558	819	598	715	691	1247	1556
Map1s	1346	953	945	1010	1640	621	607	513	772	665	2041	2118
Map2	284	203	316	267	193	166	299	274	164	277	255	416
Map2k1	1731	1524	1648	1541	1963	1195	1226	1165	1154	1094	3773	4499
Map2k2	2028	1504	1557	1591	2204	928	1356	967	1077	951	4473	5238
Map2k3	1303	1042	1139	1161	1651	868	1461	1098	1043	959	2000	2587
Map2k3os	62	73	37	73	115	57	50	58	77	55	0	0
Map2k4	449	335	646	616	727	377	696	628	631	554	508	720
Map2k5	614	546	682	712	853	404	536	429	503	463	584	749
Map2k6	237	257	466	329	431	150	365	330	278	206	229	289
Map2k7	2737	2352	2595	2720	3734	1835	1949	1837	2330	1969	1875	2454
Map3k1	5512	5169	5685	5515	7951	4301	5286	4069	4268	4427	5939	7986
Map3k10	179	185	132	235	250	113	128	67	109	118	479	514
Map3k11	1450	1257	1394	1411	2055	926	1145	911	1119	1032	2159	2675
Map3k12	43	46	40	46	49	39	37	25	40	50	102	150
Map3k13	8	6	13	11	17	5	11	4	7	7	10	11
Map3k14	559	613	634	828	893	468	533	324	379	382	747	1092
Map3k15	361	285	58	531	370	346	55	40	145	89	278	444
Map3k19	28	22	4	26	21	6	7	10	5	18	11	12
Map3k2	739	628	1043	922	1004	490	797	710	722	696	751	1105
Map3k3	1448	1214	1717	1749	2711	1110	1955	1509	1444	1319	1965	2526
Map3k4	1141	1084	1367	1347	1873	828	1188	908	1107	1004	1531	1997
Map3k5	756	757	738	1086	1084	719	706	515	521	596	1243	1514
Map3k6	2	4	5	1	1	1	3	0	2	4	6	3
Map3k7	1228	1138	1259	1320	1444	867	1287	1039	995	987	1466	1855
Map3k7cl	0	0	3	0	0	0	0	0	0	0	0	0
Map3k8	0	1	0	0	0	3	1	0	1	3	2	1
Map3k9	463	607	395	1017	905	698	301	205	347	436	534	732
Map4	2201	1849	2948	2352	3106	1623	2448	2123	2344	2213	2214	3015
Map4k1	7950	5499	5007	6238	7877	5350	4915	4112	5336	4564	5551	6348
Map4k2	3119	2519	1998	2728	3686	2051	1684	1425	1984	1850	3195	3986
Map4k3	65	108	19	148	99	64	63	21	100	78	4	75
Map4k4	1376	1350	1851	1753	1902	1304	1615	1414	1175	1249	1157	1369
Map4k5	424	358	429	476	480	278	313	293	310	239	414	558
Map6	0	0	1	0	0	0	0	0	0	0	0	0
Map6d1	3	1	7	4	3	5	1	0	4	1	9	5
Map7	62	74	369	89	118	61	373	332	79	179	44	58
Map7d1	1550	1516	1366	1700	2177	988	871	812	1111	871	982	1112
Map7d2	0	2	1	3	0	1	0	0	1	0	1	4
Map9	0	0	0	1	0	0	0	0	0	0	14	16
Mapk1	6278	5524	8366	8295	8569	4887	5888	5296	6666	5657	6830	9166
Mapk10	0	0	0	0	2	0	0	0	0	0	1	0
Mapk11	337	234	262	369	424	268	377	298	263	197	343	396
Mapk12	280	187	99	279	321	248	143	90	154	157	501	636
Mapk13	0	0	0	0	0	0	0	0	0	0	0	0
Mapk14	1957	1409	2109	2095	2792	1382	2281	1700	1788	1571	3563	4642
Mapk15	0	0	0	0	0	0	0	2	0	0	0	0
Mapk1ip1	253	275	187	210	262	204	192	144	196	207	267	335
Mapk1ip1l	3782	3356	4208	4788	6086	2393	3867	2988	4222	2940	4046	5815
Mapk3	711	570	692	767	1079	626	754	525	755	632	891	1033
Mapk4	0	0	1	0	0	0	0	0	0	0	0	0
Mapk6	1062	925	1145	810	1174	630	1247	960	895	855	1344	1924
Mapk7	853	647	977	847	1259	520	749	604	704	572	1026	1203
Mapk8	578	607	972	898	793	488	555	580	776	645	464	795
Mapk8ip1	0	4	3	4	1	3	3	1	1	2	5	2
Mapk8ip2	1	1	1	0	3	0	0	1	0	0	1	0
Mapk8ip3	924	834	718	1024	1220	651	745	458	527	507	1318	1834
Mapk9	549	439	741	736	926	468	750	633	728	639	523	788
Mapkap1	774	704	732	873	985	573	803	679	714	696	914	1175
Mapkapk2	1177	1173	1481	1379	1694	872	1127	1040	1243	1099	2407	2964
Mapkapk3	757	609	791	1036	1462	751	895	616	1138	754	1150	1533
Mapkapk5	491	496	674	593	715	345	669	493	512	427	551	737
Mapkbp1	279	260	276	216	320	180	261	194	174	209	254	336
Mapre1	3930	3452	5821	5275	4797	3266	5602	5327	3915	3970	3070	4110
Mapre2	1360	1171	1429	1444	1792	844	1374	1078	1214	943	1411	1723
Mapre3	19	18	3	20	16	18	2	6	6	12	1	2
Mapt	5	0	3	4	3	1	2	2	4	0	0	4
Marc1	0	2	1	0	0	0	0	0	0	1	0	0
Marc2	3508	2921	3270	3033	3469	2615	3207	2732	2524	2434	5342	5962
March1	1	0	1	10	8	11	5	8	1	11	2	5
March10	0	0	0	1	0	0	0	0	0	0	0	0
March11	0	0	0	0	1	0	0	0	0	0	0	0
March2	233	187	195	211	329	154	297	218	216	224	296	353
March3	0	1	6	1	2	0	1	1	2	1	11	13
March4	4	2	2	0	4	2	7	1	5	4	0	4
March5	538	585	715	770	767	378	510	431	380	414	653	1013
March6	1784	1461	1947	1872	1926	1196	1680	1435	1308	1267	2868	3751
March7	1241	1136	1543	1622	1627	1032	1286	1226	1245	1403	1474	2009
March8	304	274	661	280	832	205	745	562	564	361	522	735
March9	15	12	23	3	19	10	21	21	18	22	77	90
Marcks	28	18	15	6	1	0	8	11	6	15	29	51
Marcksl1	1100	777	714	909	853	645	452	437	456	709	1572	1915
Marcksl1-ps4	1	0	0	0	0	0	0	0	1	0	0	0
Marco	0	0	0	1	0	0	0	0	0	0	0	0
Marf1	1529	1436	2540	2163	2729	1294	2880	2111	2028	1884	2337	3118
Mark1	5	2	10	11	11	9	23	11	12	8	5	10
Mark2	3227	2448	2856	3269	4385	2266	2755	2114	2606	2327	3456	4165
Mark3	1343	1173	1286	1343	1472	718	1151	983	903	936	2015	2532
Mark4	559	502	571	696	937	478	618	431	477	437	504	709
Mars	3423	3136	2448	2566	3204	2646	2007	1620	2036	1727	7153	7434
Mars2	1027	901	883	840	1032	679	754	647	670	610	1593	2095
Marveld1	42	36	136	68	80	36	116	64	28	70	105	142
Marveld2	53	38	39	30	61	40	28	23	39	33	75	73
Marveld3	2	0	0	1	0	0	0	2	1	0	1	5
Mas1	3	0	0	0	0	1	1	0	2	0	2	2
Masp1	0	0	0	0	0	0	0	1	0	0	0	0
Masp2	2	1	1	1	2	2	0	1	0	0	3	5
Mast1	1	7	4	5	2	0	2	4	2	2	10	18
Mast2	1128	1170	1478	1125	1815	816	1570	1237	1211	1207	1676	2120
Mast3	2934	2373	2815	2947	4262	2021	2127	1758	2261	2049	3951	4664
Mast4	2280	1838	2277	1393	3945	1397	2928	2304	2544	2396	1740	2253
Mastl	246	241	389	356	394	177	295	289	282	290	306	376
Mat1a	0	0	0	0	0	0	0	0	0	0	0	0
Mat2a	5232	3501	7094	5790	6897	3295	6022	5821	5536	5147	7376	9401
Mat2b	1104	943	1318	1243	1515	802	1176	993	1127	936	1913	2563
Matk	30	23	24	26	45	13	20	18	17	15	43	48
Matn1	0	0	0	0	0	0	0	0	0	0	0	0
Matn2	0	0	2	5	0	0	0	0	2	1	0	0
Matn3	0	0	0	0	1	0	0	0	0	0	0	0
Matn4	2	1	1	5	0	1	0	1	0	0	1	3
Matr3	5587	5149	6006	6068	5731	3858	4318	4431	4128	4521	6443	8165
Matr3-ps2	0	0	0	0	0	1	0	0	0	1	0	0
Mau2	2020	1352	1551	1649	2259	1278	1611	1102	1197	1171	4015	4798
Mavs	2378	1964	2771	2822	3757	1573	2185	1809	2181	1934	2405	3034
Max	3096	2681	2943	3728	4138	1930	2512	2068	2538	2121	1790	2483
Maz	11280	10160	10050	9979	13309	7865	10019	8571	8676	8504	13026	14555
Mb	0	0	0	0	0	0	0	0	0	0	0	0
Mb21d1	332	334	438	283	505	208	396	286	283	260	306	452
Mb21d2	1	0	1	0	0	0	0	0	0	0	0	0
Mbd1	1128	920	1257	1092	1565	751	1052	957	891	849	1245	1660
Mbd2	1241	987	1498	2026	1582	1230	1242	1047	1224	1228	955	1493
Mbd3	3576	2936	2881	2705	3910	1873	2931	2170	2251	1907	5673	7232
Mbd3l1	2	0	0	0	0	0	0	0	0	0	0	0
Mbd3l2	0	0	0	0	0	0	0	0	0	0	0	0
Mbd4	479	356	599	505	746	319	523	435	441	421	319	469
Mbd5	144	117	182	190	208	98	147	93	100	102	141	217
Mbd6	330	271	344	348	578	175	309	232	300	256	699	759
Mbip	195	175	241	234	280	147	186	153	242	245	203	364
Mbl1	0	1	0	0	0	0	0	0	0	0	0	0
Mbl2	0	0	0	0	0	0	0	0	0	2	0	0
Mblac1	73	39	50	30	68	33	31	24	22	25	157	181
Mblac2	96	71	71	100	126	80	51	45	72	59	123	127
Mbnl1	10098	9104	9458	13956	13887	7100	6694	5895	7596	7763	4441	6193
Mbnl2	358	390	647	500	660	209	518	410	479	453	317	492
Mbnl3	1195	972	1533	1067	1642	629	1234	1070	1082	1119	1559	1944
Mboat1	0	0	0	0	1	1	0	0	0	0	0	0
Mboat2	1	0	2	0	0	3	1	1	0	0	1	1
Mboat4	2	1	0	0	0	0	1	0	0	0	0	3
Mboat7	674	659	623	792	829	580	544	480	533	465	1200	1415
Mbp	57	292	213	150	368	96	216	187	193	94	228	249
Mbtd1	1410	1303	1858	1902	1727	1076	1542	1671	1491	1482	1750	2516
Mbtps1	2710	2419	3059	2516	3720	2088	4814	3161	2600	2451	3474	4615
Mbtps2	341	300	408	503	503	289	426	362	457	364	341	564
Mc1r	5	9	6	3	4	3	11	6	6	2	12	14
Mc2r	0	0	3	0	0	0	0	0	0	0	0	0
Mc4r	0	0	0	1	0	0	0	0	0	0	0	0
Mc5r	0	0	0	0	0	0	0	0	0	0	0	0
Mcam	4	1	7	17	3	5	8	7	11	0	16	22
Mcat	695	619	505	471	688	440	492	479	489	391	1943	2096
Mcc	11	2	24	7	14	4	9	2	5	2	17	28
Mccc1	715	604	391	592	600	497	444	340	315	341	524	696
Mccc1os	21	21	19	22	29	25	13	12	14	20	0	0
Mccc2	836	648	544	713	808	605	402	354	323	302	594	743
Mcee	185	149	216	214	208	133	211	208	146	149	122	181
Mcemp1	1	0	0	0	0	0	0	0	0	0	0	0
Mcf2	0	0	0	0	0	0	0	0	0	0	0	0
Mcf2l	3	1	3	5	4	1	6	5	1	13	1	0
Mcfd2	109	209	241	222	323	138	348	265	185	185	166	226
Mchr1	1	0	1	0	0	0	0	1	0	0	0	0
Mcidas	2	2	0	0	0	1	0	0	0	2	4	6
Mcl1	3680	3042	3222	5409	5393	3188	3385	2712	2602	3222	4080	5454
Mcm10	3655	2506	3882	3315	3851	2446	3042	2551	2436	2474	3785	4646
Mcm2	22394	16184	20602	14641	28927	12610	15132	14154	17516	14001	20837	23102
Mcm3	13509	8961	11167	10578	12853	11691	9283	8697	8523	8033	14533	17307
Mcm3ap	2669	1831	1738	1930	2088	1549	1351	1186	1160	1270	3152	3805
Mcm4	8110	5498	8585	8030	8840	4880	6299	5402	5324	5418	7281	9225
Mcm5	22977	16773	16591	15677	19733	12117	10593	10052	10792	10736	19783	20810
Mcm6	11215	8688	10468	10741	12359	8094	8500	7709	8654	9045	13603	17518
Mcm7	15261	9587	8083	8338	9887	6776	6920	6223	6522	6029	19983	25787
Mcm8	558	474	523	514	597	386	422	352	431	410	668	808
Mcm9	244	219	388	304	416	218	339	258	279	278	341	515
Mcmbp	4033	2711	3810	4160	4285	3110	3460	2856	3587	3256	5441	7059
Mcmdc2	25	18	20	18	30	21	14	9	11	20	51	75
Mcoln1	320	317	283	292	473	279	370	258	250	254	379	428
Mcoln2	894	737	452	897	932	690	399	314	429	358	737	897
Mcoln3	1	0	1	0	0	0	0	0	2	2	0	0
Mcph1	686	617	723	792	961	470	684	499	654	561	983	1375
Mcpt1	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt2	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt4	0	1	0	0	0	0	0	0	0	0	0	0
Mcpt8	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt9	0	0	1	0	0	0	0	0	0	0	0	0
Mcrs1	1865	1613	1402	1224	1865	1022	1445	1081	1202	1108	4217	4761
Mctp1	0	1	0	1	0	0	0	1	0	0	1	0
Mctp2	333	261	790	187	409	159	908	863	572	584	238	353
Mcts1	423	486	579	634	735	345	424	424	640	520	430	649
Mcts2	4	4	10	7	8	3	9	5	1	4	9	12
Mcu	152	141	242	152	215	94	222	214	173	155	159	184
Mcur1	148	145	209	244	192	111	195	128	117	163	202	281
Mdc1	2257	2097	2915	2648	3764	1723	2434	1992	2152	2121	2509	3092
Mdfi	0	1	0	0	0	0	3	0	0	0	1	2
Mdfic	2	24	52	1	47	4	76	65	22	41	10	10
Mdga1	3	1	6	3	4	3	15	5	4	5	3	5
Mdga2	79	102	60	81	91	73	69	55	59	72	73	103
Mdh1	4544	3327	3861	3793	3921	3425	3529	3232	3153	3022	7303	8902
Mdh1b	0	1	0	0	0	0	0	0	0	0	0	0
Mdh2	11108	8067	6155	6349	7108	3765	4719	3822	4298	3296	14809	17832
Mdk	6	3	9	7	15	1	8	12	7	17	6	20
Mdk-ps1	4	2	5	2	6	0	0	1	3	2	5	2
Mdm1	457	408	561	436	572	291	691	521	371	373	853	1058
Mdm2	800	554	873	898	976	482	878	748	603	616	1360	1670
Mdm4	2261	1980	2700	2664	2899	1707	2768	2272	1911	2403	1374	1988
Mdm4-ps	203	172	240	248	302	189	325	250	242	233	252	391
Mdn1	10260	7441	9614	9095	9076	6185	6632	4818	5874	5533	12269	14749
Mdp1	414	323	337	372	517	275	414	268	298	251	381	573
Me1	0	0	2	0	0	0	0	2	0	0	0	0
Me2	3232	3457	3129	3764	3672	2421	2416	1917	2264	2059	3554	4964
Me3	213	229	278	294	356	221	310	219	310	260	97	140
Mea1	775	701	592	724	888	498	588	431	562	557	737	793
Meaf6	485	388	542	526	795	321	577	431	546	368	539	768
Mecom	3	0	0	0	1	0	3	0	0	2	1	0
Mecomos	1	4	5	3	0	1	2	2	3	1	0	0
Mecp2	1220	1044	1578	1325	1979	894	1779	1370	1441	1238	1174	1720
Mecr	1434	1374	690	1004	1129	854	560	618	640	604	1363	1464
Med1	3343	2785	4559	4024	5058	2415	4337	3280	3719	3180	3540	4836
Med10	4	11	5	12	10	3	3	3	4	0	2	2
Med11	311	330	412	381	574	190	438	297	377	311	754	844
Med12	3165	2150	2808	2738	3387	2018	2451	1890	1942	1746	2492	2867
Med12l	122	241	51	177	123	120	49	40	31	50	128	190
Med13	2993	2406	4482	4819	4451	2257	4051	3596	3349	3399	2904	4107
Med13l	1919	2054	1960	1636	2696	1447	2315	1580	1707	1475	2320	3055
Med14	3210	2829	4793	4250	4371	2588	3576	3539	3775	3562	2252	3175
Med15	1585	1288	1633	1486	2150	996	1262	1156	1299	1123	1666	1978
Med16	1956	1519	1297	1370	1705	1056	825	723	891	851	2399	2656
Med17	1693	1125	1345	1467	1393	890	965	877	859	886	2201	2633
Med18	602	483	475	548	667	367	507	396	344	367	970	1348
Med19	492	423	706	586	718	335	621	527	592	568	405	610
Med20	550	494	471	574	704	417	637	436	419	475	1212	1512
Med21	783	912	1741	1114	1655	568	1309	1230	1340	1265	501	661
Med22	865	668	624	724	1029	481	675	564	567	444	2007	2528
Med23	1428	1116	1439	1657	1513	948	1304	989	1052	860	1448	1877
Med24	4376	3663	3167	3036	4337	2698	2835	2384	2611	2299	4341	5173
Med25	2261	1792	1498	1809	2565	1214	1136	922	1336	1084	2349	2588
Med26	965	739	784	889	1206	654	788	604	589	625	1237	1600
Med27	852	624	602	542	697	430	539	460	440	359	615	703
Med28	283	343	225	258	361	168	286	179	193	216	1252	1457
Med29	652	420	570	663	827	387	608	525	460	503	529	647
Med30	791	644	653	596	784	529	736	585	520	599	713	799
Med31	315	277	259	346	348	86	115	95	99	109	222	271
Med4	517	470	627	643	759	342	722	587	468	518	478	683
Med6	269	227	278	318	312	185	284	270	223	262	372	507
Med7	69	67	134	155	99	70	98	98	83	93	174	209
Med8	610	495	770	754	1002	459	736	599	554	480	583	869
Med9	403	354	324	387	606	223	401	254	333	279	454	587
Med9os	2	3	0	2	1	1	0	1	0	1	0	0
Medag	2	1	2	0	5	3	1	2	2	2	3	5
Mef2a	567	463	860	703	965	328	685	583	517	507	444	625
Mef2b	0	0	0	1	2	0	0	0	0	0	0	0
Mef2c	2286	2269	2642	3172	2616	1719	1869	1742	2453	1936	1331	1788
Mef2d	15940	10916	11291	14631	19270	9567	9834	8127	10016	10115	18160	21988
Mefv	0	0	0	0	0	0	0	0	0	0	0	0
Meg3	5	3	4	5	1	1	0	2	2	0	0	3
Megf10	0	1	0	0	0	0	0	0	0	0	0	0
Megf11	10	7	12	2	9	8	4	5	7	0	24	24
Megf6	0	0	1	1	3	0	0	0	0	3	2	2
Megf8	29	31	84	28	66	14	67	57	54	55	190	234
Megf9	60	73	85	13	37	16	86	72	33	35	74	80
Mei1	0	0	0	1	0	0	0	0	1	0	0	1
Mei4	5	7	29	7	39	7	62	30	27	48	9	25
Meig1	0	0	0	0	0	0	0	1	0	0	1	0
Meiob	0	0	0	3	0	0	0	0	0	0	0	0
Meis1	0	2	1	1	0	1	1	0	2	1	2	3
Meis2	7	1	17	7	4	1	9	8	6	6	2	7
Meis3	12	3	7	7	7	10	6	9	3	4	17	16
Melk	511	404	703	514	540	325	475	429	346	410	589	774
Memo1	1225	1007	1260	1225	1381	834	1106	1079	932	1000	1481	1981
Men1	3674	2936	3047	3218	4126	2227	2531	2123	2292	2186	4043	4625
Meox1	1	0	0	1	0	0	2	0	0	0	0	0
Meox2	0	0	0	0	1	0	0	0	0	0	0	0
Mep1a	0	0	1	0	0	0	0	0	0	0	0	0
Mep1b	0	0	0	0	0	0	0	0	0	0	0	0
Mepce	3600	2364	2118	2320	2967	1450	1780	1326	1669	1453	4384	6007
Mertk	0	0	0	0	0	1	0	0	0	2	0	0
Mesdc1	2869	2193	1649	1883	2932	1096	1093	960	1508	1296	4359	4456
Mesdc2	566	527	794	663	973	371	894	622	577	493	729	1136
Mesp1	0	0	0	0	0	0	0	0	0	0	0	0
Mesp2	2	1	2	0	1	1	0	0	5	1	0	0
Mest	5	6	4	0	3	0	2	2	0	2	4	4
Met	0	0	0	0	0	0	0	1	0	0	0	0
Metap1	2314	1919	1946	2570	2589	1432	2054	1645	1334	1366	1429	1866
Metap1d	241	213	159	190	269	154	206	123	136	185	317	443
Metap2	5380	4744	6329	6726	5968	3695	4593	4751	4662	4793	3888	5403
Metrn	49	37	48	41	50	30	36	11	23	15	118	150
Metrnl	1	6	2	0	3	1	5	2	1	0	1	1
Mettl1	810	762	784	754	1063	505	754	633	707	626	1591	1788
Mettl10	392	417	318	369	493	269	287	244	232	287	455	510
Mettl11b	3	1	0	0	2	0	0	0	0	0	0	0
Mettl13	2589	1756	1413	1653	2220	1253	1382	1176	1523	1201	3234	3937
Mettl14	1086	1105	858	1252	1214	925	752	653	571	637	379	496
Mettl15	231	193	242	293	279	149	226	216	165	162	246	260
Mettl16	2709	2852	3039	3476	3691	1964	2702	2497	2640	2046	2034	2788
Mettl17	284	258	238	336	408	244	244	152	210	188	596	784
Mettl18	101	89	110	141	142	83	119	138	102	95	120	188
Mettl2	546	403	594	516	755	319	583	497	444	371	965	1229
Mettl20	155	148	152	133	217	143	184	129	154	151	200	281
Mettl21a	81	100	138	110	165	124	110	109	82	62	139	212
Mettl21b	16	21	18	17	29	11	24	5	18	8	30	45
Mettl21c	1	6	1	2	3	0	0	3	0	0	3	0
Mettl21e	11	17	7	7	16	8	6	4	5	2	1	6
Mettl22	981	869	329	568	721	717	428	300	419	442	619	663
Mettl23	276	221	193	336	277	171	203	213	137	197	557	705
Mettl24	0	0	1	0	1	0	0	0	0	0	0	1
Mettl25	109	105	132	117	122	37	96	80	95	89	251	296
Mettl3	956	806	922	831	1100	630	846	646	779	666	691	948
Mettl4	295	662	582	766	745	414	592	546	514	559	388	523
Mettl4-ps1	7	10	10	3	4	8	3	1	0	1	6	13
Mettl5	349	286	288	353	420	215	289	223	266	241	197	291
Mettl5os	0	7	1	0	6	4	3	2	0	6	0	0
Mettl6	368	412	464	459	463	280	501	377	259	361	519	717
Mettl7a1	2	6	46	0	41	9	73	67	31	30	28	40
Mettl7a2	0	1	0	0	1	0	1	3	2	0	0	0
Mettl7a3	18	29	8	15	13	17	15	18	8	12	32	27
Mettl7b	0	0	0	0	0	0	0	0	0	0	0	0
Mettl8	358	335	439	481	524	280	443	330	394	306	454	632
Mettl9	254	256	370	354	425	236	382	315	344	288	454	621
Mex3a	1020	864	696	1360	1298	817	569	626	750	597	1559	1872
Mex3b	57	38	100	83	75	43	92	73	47	66	101	97
Mex3c	527	478	874	742	834	362	656	607	643	602	750	1123
Mex3d	613	530	360	429	575	340	343	285	279	280	828	932
Mfap1a	850	651	1113	1047	1134	569	939	861	711	731	707	872
Mfap1b	754	558	994	850	965	509	761	731	594	657	601	765
Mfap2	0	2	0	2	0	1	0	0	2	0	1	0
Mfap3	1076	869	1026	1221	1175	728	1005	758	680	657	1055	1352
Mfap3l	2	3	0	1	2	0	2	0	0	2	2	0
Mfap4	0	0	4	0	0	0	0	0	0	0	0	0
Mfap5	0	0	0	0	0	0	0	0	0	2	1	0
Mff	922	868	1192	1204	1242	831	1011	867	933	1060	963	1308
Mfge8	681	573	1025	664	1212	615	1106	983	983	735	694	892
Mfhas1	82	96	51	45	76	50	53	29	19	43	99	84
Mfi2	3	3	8	5	3	1	3	4	1	1	1	2
Mfn1	694	614	526	721	688	451	468	427	353	388	576	799
Mfn2	1296	1056	1152	1214	1785	888	1250	891	1078	812	1389	1713
Mfng	1330	1098	998	1418	1834	890	987	691	1176	988	2801	3165
Mfrp	11	2	5	6	3	2	4	5	3	1	12	11
Mfsd1	1970	2036	1409	2063	2268	1457	1445	1140	1144	1127	1934	2573
Mfsd10	433	386	287	220	420	221	135	144	302	284	451	497
Mfsd11	160	138	141	146	227	126	171	127	111	101	248	309
Mfsd12	641	520	593	503	651	416	637	502	458	512	1060	1114
Mfsd2a	106	259	16	270	153	176	19	37	94	67	412	580
Mfsd2b	19	6	15	15	12	6	5	3	7	2	22	29
Mfsd3	95	118	91	111	104	80	60	44	53	61	250	291
Mfsd4	1297	1120	1883	1373	1935	1050	2620	1971	1676	1643	1741	2675
Mfsd5	771	552	738	820	1005	476	555	427	572	498	1059	1290
Mfsd6	167	172	215	220	161	169	248	208	179	212	278	420
Mfsd6l	0	1	0	4	0	1	0	2	0	0	3	4
Mfsd7a	0	0	0	0	0	0	1	0	0	0	0	0
Mfsd7b	360	304	380	492	483	310	411	320	431	337	496	684
Mfsd7c	2	0	2	2	1	3	2	0	2	0	3	6
Mfsd8	156	163	96	154	165	146	123	53	62	85	156	188
Mfsd9	0	0	0	0	0	0	0	0	0	0	0	0
Mga	2254	2303	3286	3292	3461	2067	3029	2476	2669	3154	3128	5011
Mgam	1	0	1	0	0	0	1	0	3	0	0	0
Mgarp	290	422	92	195	474	171	134	93	156	154	854	1332
Mgat1	1714	1494	2087	2021	3014	1428	2112	1427	1522	1578	4453	6160
Mgat2	1753	1503	2421	2395	2675	1378	2361	1913	1799	1770	2855	3390
Mgat3	2	0	1	1	0	0	0	0	1	2	0	0
Mgat4a	1128	892	1575	1538	1562	855	1463	1242	1083	1074	1592	2361
Mgat4b	244	307	283	262	308	143	230	170	165	193	651	1000
Mgat4c	3	369	14	375	318	260	8	11	266	90	445	726
Mgat4d	0	0	0	1	0	0	0	0	0	0	0	0
Mgat4e	0	0	0	0	0	0	0	0	0	0	0	0
Mgat5	1034	876	1111	1308	1722	898	1507	1027	1105	920	879	1225
Mgat5b	3	0	2	0	0	0	0	0	0	0	0	0
Mgea5	2292	1862	2837	2865	3201	1583	2439	2139	1949	2071	2860	3621
Mgl2	3	2	3	0	0	0	4	5	0	1	1	3
Mgll	11	42	29	41	9	28	5	1	1	15	75	101
Mgme1	600	685	602	714	773	467	475	386	474	417	600	816
Mgmt	0	0	0	0	0	0	1	0	0	0	0	0
Mgp	1	1	0	0	2	0	0	0	2	1	4	2
Mgrn1	658	681	688	794	1244	687	848	594	782	719	933	1188
Mgst1	157	126	288	216	371	171	314	268	277	261	173	199
Mgst2	15	13	4	3	13	2	2	2	3	1	6	5
Mgst3	141	43	223	67	68	34	162	186	66	162	101	204
